yearmonth,brand,sales_without_coupons,sales_monto_with_coupons
17,5,12.302639999999998,0.0
1,1,0.11352,0.0
18,6,21.56994,0.0
18,8,26.39862,0.0
13,6,4.02626,0.0
10,5,6.639339999999999,0.0
18,8,168.65878,0.0
18,8,1907.10912,0.0
18,2,26.71212,0.0
11,7,32.96928,0.0
16,8,62.928960000000004,0.0
18,8,97.65446,18.55662
18,8,28.499119999999998,79.07382
17,6,8.79696,0.0
11,6,3.4913799999999995,0.0
18,8,15.17778,0.0
8,5,0.5227199999999999,0.0
17,8,15.626639999999998,18.77574
3,8,20.66534,0.0
16,5,17.369159999999997,0.0
1,1,0.02838,0.0
15,4,6.1284,0.0
18,7,29.51844,0.0
9,6,1.2166,0.0
11,4,9.42864,0.0
2,1,0.11352,0.0
12,5,84.21854,0.0
6,3,0.4503,0.0
4,5,0.13434,0.0
16,7,27.2961,0.0
1,2,0.02,0.0
18,7,60.35808,0.0
18,8,115.9737,0.0
18,5,26.5769,0.0
12,3,43.22838,0.0
18,8,52.36406,0.0
7,2,1.316,0.0
2,2,0.07866,0.0
2,3,0.4733999999999999,0.0
3,2,0.02,0.0
5,5,3.0488999999999997,0.0
18,7,30.061519999999998,0.0
18,8,274.29946,11.64468
17,6,12.31566,0.0
14,7,20.62174,0.0
18,8,43.336,0.38838
3,2,0.65676,0.0
2,2,0.07758,0.0
18,6,35.33555,0.0
6,6,0.54492,0.0
18,7,104.59866,0.0
15,3,26.92656,0.0
3,2,1.0941,0.0
18,8,62.40125,6.044699999999999
13,5,25.38552,0.0
14,7,6.619809999999999,0.0
17,8,25.39225,1.7873999999999999
12,7,16.43474,0.0
16,8,57.82006,0.0
15,5,16.74854,0.0
12,8,1993.68156,0.0
10,6,24.72278,0.0
2,2,0.79464,0.0
18,8,78.33258000000001,0.0
2,1,0.42000000000000004,0.0
9,4,0.86178,0.0
13,6,16.09794,0.0
9,3,2.19732,0.0
5,5,9.50526,0.0
17,6,18.49342,0.0
16,4,8.097439999999999,0.0
6,5,1.96792,0.0
14,4,18.957479999999997,0.0
18,6,37.63586,0.0
11,8,2.27418,0.0
9,4,3.905519999999999,0.0
17,8,11.96686,0.0
9,4,1.2771,0.0
18,5,2.4857699999999996,0.0
18,7,181.7078,0.0
17,7,2.1804799999999998,0.0
13,7,13.3568,1.40936
9,4,9.2456,0.0
16,5,12.695219999999999,0.0
10,7,183.48396,0.0
13,8,52.32494,0.0
16,8,57.10752,0.0
15,5,21.0081,0.0
1,1,0.02838,0.0
15,4,5.5705599999999995,0.0
18,5,57.670300000000005,0.0
18,4,9.5133,0.0
18,4,21.122459999999997,0.0
13,1,4.71,0.0
13,5,2.8399199999999998,0.0
2,1,0.02838,0.0
18,7,13.81791,0.0
6,3,3.2683799999999996,0.0
18,8,322.80395,0.0
18,8,273.06568,0.0
12,7,1.8980199999999998,0.0
15,6,6.80576,0.0
18,8,52.563359999999996,0.0
18,8,127.04906,0.0
12,6,8.88853,0.0
17,5,9.965829999999999,0.0
18,7,51.23553,4.47564
15,6,8.33528,0.0
1,7,4.8003599999999995,0.0
18,8,51.6066,0.0
11,5,3.0857400000000004,0.0
18,4,52.53438,0.0
11,7,5.9965,0.0
15,7,14.269340000000001,2.5164
6,4,0.22802,0.0
18,5,19.68096,0.0
7,1,1.06056,0.0
5,3,2.06484,0.0
6,4,4.11384,0.0
12,5,5.750979999999999,0.0
18,4,14.39126,0.0
18,8,80.23128,0.0
18,8,16.47533,0.0
14,4,7.33526,0.0
8,6,0.6251999999999999,0.0
13,5,1.80998,0.0
17,8,101.89068,0.0
18,8,83.17312,0.0
16,5,2.8874999999999997,0.0
14,4,11.849779999999999,0.0
14,6,16.58382,0.0
18,6,8.8453,0.0
18,4,6.3097199999999996,0.0
18,8,216.59492,0.0
18,8,138.12626,0.0
10,8,75.70009,38.51943
16,5,1.28304,0.0
7,6,11.29206,0.0
14,5,19.01242,0.0
16,4,47.08256,0.0
12,6,2.47008,0.0
6,6,0.3524599999999999,0.0
17,8,39.3725,0.0
18,8,76.4659,0.0
18,4,13.78194,0.0
10,3,0.45033999999999996,0.0
18,6,17.78072,0.0
18,6,13.19886,0.0
18,8,13.251439999999999,0.0
18,5,17.462,0.0
15,6,9.612,0.0
18,4,9.46224,0.08136
18,8,48.44402,0.0
4,3,0.1419,0.0
4,4,1.12842,0.0
15,6,2.91884,0.0
10,3,3.00828,0.0
18,6,19.97054,0.0
17,7,28.939059999999998,0.0
5,6,0.5362599999999998,0.0
15,7,42.81088,0.0
16,8,47.00643,0.0
18,5,7.68114,0.0
10,5,0.96654,0.0
15,7,8.81732,0.47352
17,8,17.00508,0.0
15,8,5.96528,0.0
16,7,3.8597799999999998,0.0
3,1,0.79464,0.0
5,7,3.01834,0.0
18,5,42.308800000000005,0.0
18,7,123.11529999999999,0.0
18,8,68.16808,0.0
14,7,24.67812,0.0
12,7,170.99936,0.0
5,2,0.3084,0.0
3,5,0.7308399999999999,0.0
18,8,142.18743,0.0
1,3,0.0,0.0
2,1,0.03784,0.0
13,5,3.12918,0.0
17,8,14.82702,4.99668
11,6,2.43237,0.0
18,7,76.44088,0.0
18,8,48.93804,0.0
17,6,7.32874,0.0
18,8,131.35879,0.0
18,8,108.73797,0.0
18,7,13.967939999999999,0.0
18,4,39.1816,0.0
13,4,7.519139999999999,0.0
17,2,11.733080000000001,0.0
11,8,13.25008,0.0
17,5,14.058119999999999,0.0
18,6,12.07766,0.0
13,4,1.94654,0.0
3,3,0.2649,0.0
3,2,0.25164,0.0
18,5,13.84926,0.0
3,2,0.08514,0.0
16,5,22.1741,0.0
17,5,13.13941,0.0
17,6,2.43116,0.0
18,6,22.777,0.0
18,8,64.23278,0.34704
18,7,30.97484,0.0
16,6,40.01102,0.0
13,7,23.5591,0.0
9,6,2.93388,0.0
18,8,76.53812,0.0
13,7,1.3687999999999996,0.0
13,4,5.677309999999999,0.0
15,5,4.09724,0.0
18,6,12.20684,0.0
6,6,5.6070199999999994,0.0
18,8,165.02263,0.0
11,7,2.2193,0.0
18,6,26.091579999999997,0.0
4,3,1.26816,0.0
18,7,937.77066,0.0
16,6,7.986199999999999,0.0
10,7,1.39712,0.0
18,8,59.46112,0.0
7,6,1.9695,0.0
7,5,9.29516,0.0
18,7,14.414159999999999,0.0
17,5,15.13832,0.0
7,5,5.6185,0.0
18,7,24.771739999999998,0.0
5,4,2.8301399999999997,0.0
17,8,803.3348599999999,0.0
17,7,7.9622399999999995,0.0
18,3,9.11382,0.0
13,4,2.17928,0.0
17,8,126.62559999999999,0.0
13,6,4.32282,0.0
13,5,4.71888,0.0
2,1,0.02838,0.0
11,7,5.58608,0.0
18,3,10.636679999999998,0.0
3,3,0.05676,0.0
17,8,213.26068999999998,0.0
18,5,23.908739999999998,0.0
11,5,0.7341399999999999,0.02838
16,4,9.52402,0.0
1,1,0.0,0.0
2,2,0.84,0.0
14,6,4.5717,0.0
15,3,3.16866,0.0
14,3,1.98208,0.0
15,6,6.38952,0.0
3,3,0.36186,0.0
18,8,65.24332,0.34752
1,1,0.03784,0.0
18,8,46.37808,12.28508
4,3,16.62792,0.0
9,3,2.9015499999999994,0.0
17,5,37.2819,0.0
18,7,27.29948,0.0
7,2,2.1405600000000002,0.0
15,6,1.4866,0.0
15,6,2.32816,0.0
15,4,10.98324,0.0
18,8,98.75052,0.0
15,7,50.274499999999996,0.0
18,5,3.71049,0.0
18,8,120.13654,0.0
3,2,0.11352,0.0
1,1,0.02838,0.0
1,1,0.0,0.0
18,6,13.70514,0.0
9,8,5.53522,0.0
9,1,5.69028,0.0
2,2,5.2824,0.0
18,5,2.7151199999999998,0.0
18,6,29.526439999999997,0.0
8,6,0.20434,0.0
18,6,10.328899999999999,0.1169999999999999
17,7,11.87976,0.0
18,8,3004.2878,38.212
8,5,4.18422,0.0
10,8,5.52416,0.0
7,7,20.6405,0.0
18,4,147.17594,0.0
13,7,27.599429999999998,0.0
17,5,131.62494,0.0
2,2,0.07758,0.0
11,4,4.07822,0.0
9,3,8.53542,0.0
17,5,0.8991299999999999,0.0
18,7,44.67292,0.0
10,7,5.89828,0.0
17,8,31.33284,0.0
16,5,4.634359999999999,0.0
18,8,128.32794,2.4132
2,2,0.04,0.0
17,5,79.91213,0.0
3,2,0.09459999999999999,0.0
2,5,1.3279199999999998,0.0
17,7,35.93804,0.0
13,3,5.980379999999999,0.0
18,7,22.61308,0.0
1,1,0.05676,0.0
8,5,0.56004,0.0
10,7,3.1361,0.0
1,1,0.0,0.0
18,7,303.89302,0.0
15,5,15.626059999999999,0.0
15,5,12.8811,0.0
17,6,13.526629999999999,0.0
18,5,88.27392,0.0
18,7,17.737199999999998,0.0
3,2,0.08514,0.0
11,4,1.54548,0.0
16,3,18.54198,0.0
3,3,0.05298,0.0
13,8,11.50604,0.0
13,4,0.1295,0.0
10,8,639.99928,0.0
18,8,272.57797999999997,7.0176
18,6,27.23014,0.0
17,6,11.36466,0.0
15,7,22.06374,0.0
14,7,15.30072,0.0
1,1,0.0,0.0
7,5,0.3850199999999999,0.0
17,6,17.21582,0.0
10,2,16.91448,0.0
2,5,2.05416,0.0
13,1,6.162599999999999,0.0
18,8,91.8085,0.0
1,1,0.01892,0.0
8,6,19.5621,0.0
2,1,0.7946399999999998,0.0
8,5,0.6384599999999999,0.0
10,8,1.7009599999999998,0.0
18,8,95.98998,7.499459999999999
18,4,7.6704,0.0
16,4,10.8825,6.5133
18,4,273.43884,0.0
9,4,6.57852,0.0
9,7,9.22119,0.0
17,8,31.114,0.0
3,4,0.9149,0.0
4,1,0.5339999999999998,0.0
18,8,99.45812000000001,0.0
9,5,4.11558,0.0
12,6,8.19356,0.0
15,7,15.5391,0.0
15,8,3.4752399999999994,0.0
18,8,2364.55256,0.0
17,5,11.60004,0.0
17,5,14.30894,0.0
10,7,1.03686,0.0
17,8,260.52756,0.0
17,7,5.7839599999999995,0.0
17,8,1243.80708,0.0
13,5,1.68332,0.0
18,7,10.8549,0.0
18,8,135.07422,0.0
18,8,68.91873,0.0
16,7,27.7789,0.0
18,8,131.39389,0.0
12,6,1.1112999999999995,0.0
17,8,83.77448,0.0
18,6,25.06561,0.0
9,7,4.29384,0.0
17,5,18.57948,0.0
18,6,29.0187,0.0
4,7,1.4484599999999999,0.0
17,8,34.4452,0.0
9,7,10.54914,0.0
2,3,0.29298,0.0
2,2,0.04352,0.0
7,5,0.4512999999999999,0.0
16,5,1.7747,0.0
16,5,44.91788,0.0
18,8,9.66113,0.0
5,4,21.7868,0.0
18,8,15.77136,0.0
18,8,402.09434,0.0
18,8,32.79568,36.08956
17,5,14.37766,0.0
18,6,117.26808,0.0
10,5,2.29764,0.0
7,2,3.2399999999999998,0.0
7,5,0.3206399999999999,0.0
17,5,41.3157,0.0
4,5,0.7624999999999998,0.0
2,4,0.1040799999999999,0.0
18,8,90.41614,0.0
18,6,20.61822,0.0
14,8,27.19014,0.0
18,4,7.33836,0.0
18,5,9.9986,0.0
11,6,5.1225,0.0
5,4,0.28478,0.0
14,7,16.93185,0.0
18,8,218.71527,0.0
18,8,67.35406,0.0
16,3,5.7892399999999995,0.0
3,1,0.17028,0.0
18,8,53.60546,0.0
18,7,20.424879999999998,0.0
18,8,83.17004,0.0
15,2,22.28412,0.0
11,7,4.5102,0.0
4,3,0.05676,0.0
13,3,2.79294,0.0
18,7,13.582099999999999,0.0
10,8,31.58187,0.0
18,8,666.2451,1.5276
12,7,5.44778,0.0
15,8,36.53028,0.0
14,2,43.09916,0.0
17,3,228.07944,0.0
6,1,0.9689399999999999,0.0
5,6,2.48424,0.0
8,6,4.453379999999999,0.0
7,6,1.44302,0.0
9,8,15.56767,0.0
16,8,17.83964,0.0
11,4,4.7679,0.0
1,1,0.01892,0.0
18,8,168.50271,0.0
7,4,0.45306,0.0
18,8,21.63486,0.0
18,8,88.72338,1.79352
17,7,3.80544,0.0
18,6,49.93065,0.0
18,7,20.25658,0.0
18,6,16.091649999999998,0.0
17,4,2.98144,0.14837999999999998
17,8,94.53058,0.8832
18,6,15.5513,0.0
18,4,65.42988,0.0
17,6,23.161759999999997,0.0
18,6,14.058959999999999,0.0
17,6,130.49058,0.0
17,7,19.612959999999998,0.0
18,7,4.17832,0.0
18,8,121.90230000000001,0.0
15,7,16.312659999999997,0.0
15,6,4.918229999999999,2.57212
18,7,46.03598,0.0
18,7,24.91078,0.0
3,2,0.43914,0.0
18,8,69.76994,0.0
12,5,3.3184199999999993,0.0
3,2,0.9799199999999998,0.0
18,8,911.81781,365.93792
14,6,30.934079999999998,0.0
1,1,0.02838,0.0
7,3,1.0389599999999999,0.0
18,7,31.2589,0.0
3,4,0.8909999999999999,0.0
14,6,3.6162199999999998,0.0
9,6,16.54745,0.0
18,6,32.59704,0.0
11,7,8.79118,0.0
12,7,8.392579999999999,0.0
2,3,0.01,0.0
15,7,5.8887599999999996,0.0
18,8,78.08445999999999,0.0
16,8,43.37516,0.0
4,7,4.92546,0.0
8,2,0.36893999999999993,0.0
14,8,60.25188,0.0
18,8,40.9699,0.0
5,8,22.23678,0.0
18,8,111.86606,0.0
8,4,0.7807599999999998,0.0
18,8,25.23944,0.0
17,8,9.796439999999999,0.468
1,1,0.1752,0.0
18,8,104.36358,0.0
1,1,0.02838,0.0
18,5,18.80104,0.0
18,8,47.97862,0.0
11,5,3.6654,0.0
18,5,21.10962,0.0
6,8,2.1975,0.0
5,5,1.23377,0.0
9,5,30.97346,19.49722
18,3,89.75168,0.0
13,6,1.5667,0.0
18,8,41.64224,0.0
18,8,91.40769,0.0
18,7,43.85868,0.0
18,7,18.01082,0.0
16,7,5.73888,0.0
18,8,166.01607,0.0
9,6,5.02438,0.0
12,6,12.19094,0.0
15,5,2.49274,0.0
10,6,2.06566,0.0
18,7,19.13948,0.0
1,5,0.26712,0.0
1,1,0.11352,0.0
18,8,25.085639999999998,0.0
14,5,4.39306,0.0
17,8,7.578259999999999,0.0
7,3,1.4100599999999999,0.0
14,4,3.39818,0.0
18,6,34.227959999999996,0.0
17,7,6.224419999999999,0.0
11,6,2.7973,0.0
8,7,166.86672,0.0
3,4,3.77454,0.0
1,1,0.02838,0.0
18,7,10.78412,0.0
15,7,14.74616,0.0
18,8,22.67824,0.0
13,5,31.435,0.0
18,8,32.3264,0.0
13,3,1.3889999999999998,0.0
18,7,313.25382,89.20945
10,7,3.91044,0.0
2,4,2.033,0.0
2,1,0.03311,0.0
18,8,34.21456,0.0
17,8,44.82535,0.0
18,8,48.83546,0.0
18,8,126.34184,6.743180000000001
17,6,10.09644,0.0
18,7,34.065239999999996,0.0
18,8,78.90912,0.0
5,3,0.0395,0.0
18,7,107.35455999999999,0.0
12,3,4.49274,0.0
2,1,0.10998000000000001,0.0
6,3,0.75354,0.0
12,7,7.510939999999999,0.0
13,6,3.4276999999999997,0.0
6,3,9.20418,0.0
5,2,0.5674799999999999,0.0
7,4,3.40896,0.0
1,3,0.1827,0.0
18,8,59.86206,0.0
10,5,8.3807,0.0
13,8,156.5456,23.28516
18,7,28.81802,0.0
18,7,16.2903,0.0
6,8,5.35218,0.9968
18,7,17.10924,0.0
18,6,50.83942,0.0
5,3,0.12866,0.0
18,5,12.32302,0.0
17,6,15.72748,0.0
16,8,25.090059999999998,0.0
3,3,0.06812,0.0
14,6,5.50028,0.0
14,5,19.5869,0.0
18,8,78.70438,7.82352
6,3,6.35712,0.0
17,7,40.60548,12.99942
13,8,26.11208,0.0
17,6,13.40875,0.0
8,6,1.18442,0.0
18,8,37.63032,0.0
1,1,0.01892,0.0
18,7,31.47572,0.12
18,7,35.2123,0.0
14,5,46.54278,0.0
10,6,1.50738,0.0
18,7,16.017699999999998,0.0
18,4,46.67232,0.0
18,8,90.585,0.0
8,6,85.81115,0.0
18,8,48.67984,0.0
16,7,14.53736,0.0
18,7,87.50088,5.43604
18,8,14.36356,0.0
11,4,2.31636,0.0
1,1,0.1278,0.0
18,8,34.76099,0.0
2,3,0.3609599999999999,0.0
9,7,9.09066,0.0
14,7,25.52786,0.0
18,5,16.27488,0.0
18,8,68.96142,1.47024
8,4,0.41246,0.0
2,3,0.6962599999999999,0.0
2,4,1.3695,0.0
18,7,77.23986,0.0
11,2,0.82302,0.0
3,4,2.84982,0.0
16,7,51.38378,0.0
5,4,0.16405999999999998,0.0
18,7,50.90058,0.0
18,8,113.75988,0.0
2,4,0.3453599999999998,0.0
18,5,22.58514,0.0
4,5,1.2727799999999998,0.0
13,6,1.56656,0.0
3,1,0.48,0.0
17,6,4.11822,0.0
1,2,0.17676,0.0
4,5,1.28354,0.0
5,4,0.35002,0.0
18,8,159.15067,89.87805
16,6,15.35258,0.0
15,4,6.9376,0.0
18,6,35.90293,0.0
18,8,62.52822,0.0
14,5,1.94688,0.0
1,1,0.0,0.0
15,8,4.86256,0.0
18,8,111.85219,0.0
17,6,5.2771799999999995,0.0
2,3,0.08514,0.0
8,3,0.53596,5.1276
18,6,77.28193999999999,0.0
17,5,8.45724,0.0
15,6,3.54678,0.0
15,5,1.19386,0.05676
4,4,24.87734,0.0
17,5,3.91945,0.0
18,8,48.70508,0.0
17,6,25.8838,0.0
18,4,11.986979999999999,0.0
15,8,13.64338,0.0
9,5,19.4538,0.0
18,8,327.18074,15.30372
7,5,1.6509600000000002,0.0
14,5,0.7046599999999998,0.0
17,3,2.89166,0.0
13,5,416.98386,0.0
1,1,0.02838,0.0
8,1,1.16358,0.0
3,6,8.74068,0.0
13,7,2.73862,0.0
15,7,34.1189,0.0
10,3,4.6386,0.0
12,4,2.2635199999999998,0.0
18,8,156.28968,0.0
10,6,5.4380999999999995,0.0
17,7,19.615199999999998,0.0
17,5,21.75196,0.0
18,7,24.89746,0.0
16,2,29.441100000000002,0.0
17,8,58.40795,0.0
12,4,4.78462,0.0
18,6,41.6501,0.0
12,3,4.38396,0.0
6,7,1.3631799999999998,0.0
14,6,9.67372,1.5597599999999998
18,7,26.13918,1.06106
5,5,2.96028,0.0
15,7,130.5685,0.0
18,8,32.2439,0.0
7,6,1.08036,0.0
14,6,11.99244,0.0
18,5,10.22696,0.0
17,8,24.30048,6.3214
7,3,0.14812,0.0
15,5,3.9374,0.0
3,2,4.1151,0.0
12,2,26.4966,0.0
14,5,4.27654,0.0
17,8,76.26334,0.0
14,5,56.66838,0.0
2,1,0.0,0.0
16,7,11.40558,0.0
13,8,81.54823999999999,0.0
7,6,0.37585999999999997,0.0
15,7,4.44164,0.0
6,3,0.19488,0.0
13,5,15.54422,0.0
18,8,55.34356,0.0
18,7,56.662000000000006,0.0
18,7,9.689319999999999,0.0
18,6,22.1826,0.0
18,7,55.08624,9.91272
18,7,35.04447,0.0
18,8,284.79274,0.0
18,8,110.28668,0.0
16,3,15.92642,0.0
12,6,2.55644,0.0
18,8,250.55302,0.0
7,5,3.0858,0.0
18,8,417.05572,39.665800000000004
18,8,105.95157,0.0
16,5,0.43949,0.0
12,8,24.13074,0.0
17,6,9.00088,0.0
18,8,87.63078,0.0
6,2,0.60246,0.0
1,2,0.0,0.0
17,5,4.7569,0.0
18,8,19.3927,2.54082
4,6,0.6711,0.0
4,3,3.351,0.0
7,5,0.4163199999999999,0.0
17,8,34.28642,0.0
9,2,6.4799999999999995,0.0
7,3,2.10018,0.0
18,8,6.449479999999999,0.438
1,2,0.23274,0.0
13,7,1.44488,0.0
18,7,122.75078,0.5906
17,8,2754.92181,0.0
3,2,0.2305799999999999,0.0
9,6,2.1820399999999998,0.0
14,6,14.61642,0.0
17,6,65.53529,0.0
18,8,100.38462,6.38778
7,6,2.14628,0.0
12,3,3.26086,0.0
18,8,42.4996,0.0
7,5,0.30476000000000003,0.0
14,7,5.20878,0.0
9,4,0.9933,0.0
12,2,2.92976,0.0
16,5,48.41616,0.0
18,6,19.1051,0.36
7,7,25.3711,0.0
8,5,1.1798599999999997,0.0
7,5,1.1371,0.0
16,6,23.76222,0.0
14,6,0.7448799999999999,0.0
15,4,3.4322599999999994,0.0
14,6,15.95258,0.0
18,6,51.99732,0.0
12,5,1.42994,0.0
14,6,4.112299999999999,0.0
18,8,31.42385,0.0
18,4,11.19384,0.0
11,5,1.38586,0.0
15,5,9.77442,0.0
18,7,35.810179999999995,0.0
1,3,3.6326400000000003,0.0
13,7,26.27488,0.0
10,6,16.36254,0.0
18,4,14.45432,0.0
18,8,124.85,0.0
10,7,0.57384,0.0
16,8,59.02774,0.0
16,6,13.3089,0.0
17,6,13.00978,0.0
7,4,0.3122,0.0
14,6,11.12842,0.0
2,2,0.08514,0.0
12,5,3.7561799999999996,0.0
1,1,0.0,0.0
18,5,29.265819999999998,0.0
11,6,5.1052599999999995,0.0
15,6,8.43454,0.0
17,5,17.40858,0.0
18,7,20.51692,0.0
3,3,1.24872,0.0
17,3,3.00876,0.0
18,6,4.43194,0.0
18,8,140.30181,6.4302
18,7,89.21003999999999,0.0
18,8,26.14882,0.0
18,8,107.07474,2.71464
2,2,0.01892,0.0
18,7,353.21119999999996,0.0
2,1,0.02838,0.0
18,8,194.55821,0.0
16,6,2.6679999999999993,0.0
13,6,3.6034200000000003,0.0
17,7,13.081859999999999,0.0
18,7,33.157579999999996,40.27083
15,3,13.98628,1.4140800000000002
5,5,1.1901,0.0
18,8,345.01023,27.92306
15,7,29.61363,0.0
16,6,24.4097,0.0
14,6,3.0288999999999997,0.0
16,8,45.12792,25.220039999999997
18,7,40.09808,0.0
3,3,0.17028,0.0
1,3,0.2022399999999999,0.0
16,3,12.864959999999998,0.0
18,8,118.17352,0.0
18,3,41.17892,0.0
18,8,290.10835000000003,9.2976
18,7,35.9417,1.43352
18,8,31.548479999999998,0.0
6,4,0.1948999999999999,0.0
15,3,12.44784,0.0
13,8,2721.25532,0.0
18,7,68.15706,0.0
10,3,0.06878000000000001,0.0
6,3,0.25056,0.0
18,6,44.0034,0.0
15,7,3.4945,0.0
18,6,783.24504,0.0
18,8,91.855,3.4485
14,6,7.2414,0.0
5,4,0.29325999999999997,0.0
16,8,49.34304,0.0
18,8,106.71736,15.25038
17,8,29.882099999999998,0.0
17,7,43.29381,0.0
17,7,23.89114,0.0
1,1,0.02838,0.0
14,6,7.816179999999999,0.0
6,4,0.18542,0.0
12,4,5.5559199999999995,0.0
3,2,0.35352,0.0
4,4,2.29892,0.0
18,8,2092.14244,0.0
4,3,0.23084,0.0
18,8,128.0182,0.0
15,7,8.1257,0.0
15,7,53.576660000000004,0.0
13,6,16.50788,0.0
18,7,28.936329999999998,0.0
6,7,2.3011099999999995,0.0
1,3,0.1822,0.0
17,7,36.128389999999996,0.0
3,4,1.13256,0.0
16,4,8.46516,0.0
4,5,0.01892,0.0
1,2,0.3569999999999999,0.0
7,5,0.8814,0.0
15,8,4.084919999999999,0.0
6,2,1.44056,0.0
18,6,14.29121,0.0
18,8,48.98606,0.0
17,7,9.00516,0.0
1,1,0.34056,0.0
5,5,2.1568799999999997,0.0
4,6,5.9868,0.0
4,4,0.73812,0.0
12,3,7.05338,0.0
17,6,40.23604,0.0
18,8,69.02314,0.0
9,7,25.28262,0.0
10,5,2.80208,0.0
18,8,29.600679999999997,0.0
10,4,3.1581599999999996,0.0
7,6,0.942,0.0
8,6,1.5030399999999997,0.0
18,7,32.88426,0.0
18,6,87.42609999999999,0.0
18,8,177.89317,0.0
16,6,28.40226,0.0
16,5,13.80876,0.0
15,4,18.20772,0.0
18,8,25.87678,0.0
14,7,17.17766,0.0
2,6,1.8624999999999998,0.0
17,6,9.32469,0.0
13,5,1.7563,0.0
6,3,0.21008,0.0
18,7,35.97183,0.0
1,1,0.02838,0.0
1,1,0.02838,0.0
18,8,140.30158,20.37284
6,6,3.78152,0.0
18,8,83.51326,0.39064
10,3,0.90084,0.0
13,6,1.0271299999999999,0.0
15,7,3.81542,0.0
5,6,7.0415,0.0
18,7,14.03052,0.0
18,8,178.86214,0.0
14,7,1.0626,0.0
17,8,77.29991,0.0
11,5,13.166720000000002,0.0
6,7,22.15368,0.0
1,1,4.5408,0.0
10,6,42.85548,9.78384
18,6,9.71178,2.22168
11,4,0.36328,0.0
2,2,1.20492,0.0
4,2,0.1699799999999999,0.0
17,6,10.203959999999999,0.0
18,8,135.88776000000001,0.0
16,4,12.066600000000001,0.0
18,8,30.72225,0.0
18,8,29.23124,0.0
16,8,18.932589999999998,0.0
1,1,0.02838,0.0
